id,email,birth_date,birth_date_year,sex,province,location,distance,steps,time
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,2559,3656,2023-05-31-00:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,2545,3635,2023-05-31-00:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,715,1021,2023-05-31-01:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,555,793,2023-05-31-01:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1495,2135,2023-05-31-02:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,788,1125,2023-05-31-02:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,2079,2970,2023-05-31-03:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,2429,3470,2023-05-31-03:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1405,2007,2023-05-31-04:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,814,1163,2023-05-31-04:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,2720,3885,2023-05-31-05:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,2436,3480,2023-05-31-05:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1981,2830,2023-05-31-06:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,939,1341,2023-05-31-06:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1748,2497,2023-05-31-07:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1749,2499,2023-05-31-07:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1228,1754,2023-05-31-08:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,795,1135,2023-05-31-08:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,785,1122,2023-05-31-09:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1032,1474,2023-05-31-09:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1145,1635,2023-05-31-10:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1452,2074,2023-05-31-10:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,719,1027,2023-05-31-11:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,2672,3817,2023-05-31-11:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,615,878,2023-05-31-12:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,795,1135,2023-05-31-12:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1938,2769,2023-05-31-13:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,2174,3106,2023-05-31-13:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1013,1447,2023-05-31-14:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1060,1514,2023-05-31-14:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,2062,2946,2023-05-31-15:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1898,2711,2023-05-31-15:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1453,2076,2023-05-31-16:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,2664,3806,2023-05-31-16:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1972,2817,2023-05-31-17:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,2049,2927,2023-05-31-17:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,671,958,2023-05-31-18:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1248,1783,2023-05-31-18:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,2405,3435,2023-05-31-19:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1390,1986,2023-05-31-19:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1890,2700,2023-05-31-20:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1444,2063,2023-05-31-20:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,2449,3498,2023-05-31-21:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,1957,2796,2023-05-31-21:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,807,1153,2023-05-31-22:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,2787,3982,2023-05-31-22:30
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,2465,3522,2023-05-31-23:00
1,seoyeonsong@daum.net,1964-11-23,1964,남자,서울특별시,경기도 수원시 권선구 권선동,700,1000,2023-05-31-23:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,2559,3656,2023-05-31-00:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,2545,3635,2023-05-31-00:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,715,1021,2023-05-31-01:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,555,793,2023-05-31-01:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1495,2135,2023-05-31-02:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,788,1125,2023-05-31-02:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,2079,2970,2023-05-31-03:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,2429,3470,2023-05-31-03:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1405,2007,2023-05-31-04:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,814,1163,2023-05-31-04:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,2720,3885,2023-05-31-05:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,2436,3480,2023-05-31-05:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1981,2830,2023-05-31-06:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,939,1341,2023-05-31-06:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1748,2497,2023-05-31-07:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1749,2499,2023-05-31-07:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1228,1754,2023-05-31-08:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,795,1135,2023-05-31-08:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,785,1122,2023-05-31-09:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1032,1474,2023-05-31-09:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1145,1635,2023-05-31-10:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1452,2074,2023-05-31-10:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,719,1027,2023-05-31-11:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,2672,3817,2023-05-31-11:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,615,878,2023-05-31-12:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,795,1135,2023-05-31-12:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1938,2769,2023-05-31-13:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,2174,3106,2023-05-31-13:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1013,1447,2023-05-31-14:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1060,1514,2023-05-31-14:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,2062,2946,2023-05-31-15:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1898,2711,2023-05-31-15:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1453,2076,2023-05-31-16:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,2664,3806,2023-05-31-16:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1972,2817,2023-05-31-17:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,2049,2927,2023-05-31-17:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,671,958,2023-05-31-18:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1248,1783,2023-05-31-18:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,2405,3435,2023-05-31-19:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1390,1986,2023-05-31-19:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1890,2700,2023-05-31-20:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1444,2063,2023-05-31-20:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,2449,3498,2023-05-31-21:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,1957,2796,2023-05-31-21:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,807,1153,2023-05-31-22:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,2787,3982,2023-05-31-22:30
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,2465,3522,2023-05-31-23:00
2,sanghun77@live.com,1974-02-19,1974,여자,전라남도,강원도 춘천시 석사동,700,1000,2023-05-31-23:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,2559,3656,2023-05-31-00:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,2545,3635,2023-05-31-00:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,715,1021,2023-05-31-01:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,555,793,2023-05-31-01:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1495,2135,2023-05-31-02:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,788,1125,2023-05-31-02:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,2079,2970,2023-05-31-03:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,2429,3470,2023-05-31-03:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1405,2007,2023-05-31-04:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,814,1163,2023-05-31-04:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,2720,3885,2023-05-31-05:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,2436,3480,2023-05-31-05:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1981,2830,2023-05-31-06:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,939,1341,2023-05-31-06:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1748,2497,2023-05-31-07:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1749,2499,2023-05-31-07:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1228,1754,2023-05-31-08:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,795,1135,2023-05-31-08:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,785,1122,2023-05-31-09:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1032,1474,2023-05-31-09:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1145,1635,2023-05-31-10:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1452,2074,2023-05-31-10:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,719,1027,2023-05-31-11:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,2672,3817,2023-05-31-11:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,615,878,2023-05-31-12:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,795,1135,2023-05-31-12:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1938,2769,2023-05-31-13:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,2174,3106,2023-05-31-13:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1013,1447,2023-05-31-14:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1060,1514,2023-05-31-14:30
